"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
1,96,"AL","AL Total Migration-US and Foreign",43888,85235,2598706,2019
1,97,"AL","AL Total Migration-US",43312,83942,2560923,2019
1,98,"AL","AL Total Migration-Foreign",576,1293,37783,2019
1,97,"AL","AL Total Migration-Same State",57330,114686,2839499,2019
1,1,"AL","AL Non-migrants",1591032,3464654,109282679,2019
1,13,"GA","Georgia",7623,14924,382772,2019
1,12,"FL","Florida",6643,12617,413684,2019
1,47,"TN","Tennessee",3943,7282,218193,2019
1,48,"TX","Texas",3538,7189,208955,2019
1,28,"MS","Mississippi",2293,4617,112950,2019
1,37,"NC","North Carolina",1616,3169,98403,2019
1,6,"CA","California",1543,2775,93221,2019
1,51,"VA","Virginia",1332,2749,93115,2019
1,22,"LA","Louisiana",1039,1996,66515,2019
1,45,"SC","South Carolina",1001,1956,75977,2019
1,8,"CO","Colorado",936,1706,106397,2019
1,39,"OH","Ohio",826,1560,44828,2019
1,36,"NY","New York",810,1441,41141,2019
1,26,"MI","Michigan",707,1440,35815,2019
1,17,"IL","Illinois",706,1291,39183,2019
1,53,"WA","Washington",687,1275,38390,2019
1,21,"KY","Kentucky",676,1397,34059,2019
1,4,"AZ","Arizona",582,1141,38938,2019
1,18,"IN","Indiana",579,1167,27363,2019
1,57,"FR","Foreign",576,1293,37783,2019
1,29,"MO","Missouri",546,1055,34936,2019
1,42,"PA","Pennsylvania",543,1039,32100,2019
1,24,"MD","Maryland",478,883,30452,2019
1,5,"AR","Arkansas",411,811,27855,2019
1,40,"OK","Oklahoma",363,733,23533,2019
1,20,"KS","Kansas",296,681,16671,2019
1,25,"MA","Massachusetts",275,495,19501,2019
1,32,"NV","Nevada",273,525,14301,2019
1,55,"WI","Wisconsin",260,513,13460,2019
1,34,"NJ","New Jersey",250,433,13509,2019
1,41,"OR","Oregon",237,409,12541,2019
1,15,"HI","Hawaii",207,449,11831,2019
1,27,"MN","Minnesota",201,374,11546,2019
1,49,"UT","Utah",194,458,14033,2019
1,35,"NM","New Mexico",187,361,12179,2019
1,2,"AK","Alaska",170,370,9353,2019
1,19,"IA","Iowa",165,355,7172,2019
1,11,"DC","District Of Columbia",133,193,9179,2019
1,31,"NE","Nebraska",125,270,8193,2019
1,9,"CT","Connecticut",125,224,7746,2019
1,54,"WV","West Virginia",125,276,8113,2019
1,30,"MT","Montana",102,228,6203,2019
1,16,"ID","Idaho",91,188,5537,2019
1,38,"ND","North Dakota",86,167,4302,2019
1,23,"ME","Maine",83,157,5096,2019
1,56,"WY","Wyoming",70,151,16811,2019
1,10,"DE","Delaware",63,128,3264,2019
1,46,"SD","South Dakota",56,106,3533,2019
1,33,"NH","New Hampshire",53,101,2950,2019
1,44,"RI","Rhode Island",37,63,2414,2019
1,50,"VT","Vermont",27,54,2712,2019
2,96,"AK","AK Total Migration-US and Foreign",16890,33857,1076307,2019
2,97,"AK","AK Total Migration-US",16508,33046,1056023,2019
2,98,"AK","AK Total Migration-Foreign",382,811,20284,2019
2,97,"AK","AK Total Migration-Same State",6164,11411,366972,2019
2,2,"AK","AK Non-migrants",259648,541084,21951886,2019
2,53,"WA","Washington",1945,3633,123054,2019
2,48,"TX","Texas",1411,3157,108791,2019
2,6,"CA","California",1355,2354,74409,2019
2,4,"AZ","Arizona",899,1718,64821,2019
2,12,"FL","Florida",851,1720,53666,2019
2,41,"OR","Oregon",825,1463,51823,2019
2,8,"CO","Colorado",694,1320,46576,2019
2,37,"NC","North Carolina",543,1159,29479,2019
2,16,"ID","Idaho",475,986,35676,2019
2,32,"NV","Nevada",461,866,31283,2019
2,13,"GA","Georgia",449,1130,25403,2019
2,51,"VA","Virginia",394,889,26627,2019
2,57,"FR","Foreign",382,811,20284,2019
2,15,"HI","Hawaii",352,720,21819,2019
2,27,"MN","Minnesota",349,636,20915,2019
2,47,"TN","Tennessee",308,699,18404,2019
2,49,"UT","Utah",296,616,19506,2019
2,30,"MT","Montana",295,569,24044,2019
2,26,"MI","Michigan",295,604,18932,2019
2,36,"NY","New York",272,483,12165,2019
2,39,"OH","Ohio",271,506,18225,2019
2,55,"WI","Wisconsin",242,439,14612,2019
2,29,"MO","Missouri",242,536,13382,2019
2,45,"SC","South Carolina",226,488,13969,2019
2,42,"PA","Pennsylvania",222,412,12912,2019
2,40,"OK","Oklahoma",220,520,13651,2019
2,1,"AL","Alabama",217,539,13715,2019
2,35,"NM","New Mexico",209,433,14512,2019
2,17,"IL","Illinois",203,368,12674,2019
2,24,"MD","Maryland",170,349,10915,2019
2,20,"KS","Kansas",160,355,8576,2019
2,21,"KY","Kentucky",148,345,9058,2019
2,22,"LA","Louisiana",137,323,9674,2019
2,18,"IN","Indiana",121,260,6392,2019
2,34,"NJ","New Jersey",119,241,5575,2019
2,25,"MA","Massachusetts",117,183,5673,2019
2,5,"AR","Arkansas",111,224,6039,2019
2,19,"IA","Iowa",107,188,5533,2019
2,38,"ND","North Dakota",104,208,5276,2019
2,56,"WY","Wyoming",100,224,7069,2019
2,28,"MS","Mississippi",95,235,7000,2019
2,23,"ME","Maine",95,159,8865,2019
2,46,"SD","South Dakota",68,164,5416,2019
2,31,"NE","Nebraska",60,128,3566,2019
2,9,"CT","Connecticut",59,90,2842,2019
2,33,"NH","New Hampshire",54,101,3337,2019
2,54,"WV","West Virginia",40,82,2223,2019
2,50,"VT","Vermont",37,63,2486,2019
2,11,"DC","District Of Columbia",36,56,2905,2019
2,10,"DE","Delaware",34,72,1603,2019
2,44,"RI","Rhode Island",15,33,952,2019
4,96,"AZ","AZ Total Migration-US and Foreign",84814,154498,5694993,2019
4,97,"AZ","AZ Total Migration-US",83808,152382,5634119,2019
4,98,"AZ","AZ Total Migration-Foreign",1006,2116,60875,2019
4,97,"AZ","AZ Total Migration-Same State",42948,83871,2214751,2019
4,4,"AZ","AZ Non-migrants",2407913,5114729,181724024,2019
4,6,"CA","California",14299,24426,964998,2019
4,48,"TX","Texas",7558,14970,584661,2019
4,8,"CO","Colorado",4926,8511,325004,2019
4,53,"WA","Washington",4872,8535,339117,2019
4,12,"FL","Florida",4002,7091,317756,2019
4,32,"NV","Nevada",3025,5443,190397,2019
4,41,"OR","Oregon",2778,4729,180996,2019
4,17,"IL","Illinois",2652,4380,168037,2019
4,49,"UT","Utah",2619,5662,162285,2019
4,35,"NM","New Mexico",2608,5200,126447,2019
4,26,"MI","Michigan",1933,3501,138743,2019
4,37,"NC","North Carolina",1885,3605,127388,2019
4,36,"NY","New York",1866,2934,109601,2019
4,27,"MN","Minnesota",1843,3186,139780,2019
4,39,"OH","Ohio",1713,3067,102941,2019
4,13,"GA","Georgia",1611,3161,104110,2019
4,51,"VA","Virginia",1560,2981,114490,2019
4,55,"WI","Wisconsin",1515,2684,94995,2019
4,16,"ID","Idaho",1429,2894,88665,2019
4,42,"PA","Pennsylvania",1367,2314,85497,2019
4,29,"MO","Missouri",1336,2537,76710,2019
