"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
1,96,"AL","AL Total Migration US and Foreign",50379,103386,2294467,2013
1,97,"AL","AL Total Migration US",49516,101455,2247089,2013
1,98,"AL","AL Total Migration Foreign",863,1931,47378,2013
1,1,"AL","AL Non-migrants",1581562,3585285,92260065,2013
1,13,"GA","Georgia",9517,19081,348015,2013
1,12,"FL","Florida",7254,14422,424170,2013
1,48,"TX","Texas",4536,9719,220678,2013
1,47,"TN","Tennessee",4140,8499,201352,2013
1,28,"MS","Mississippi",2648,5824,110302,2013
1,37,"NC","North Carolina",1815,3752,93529,2013
1,6,"CA","California",1784,3413,88250,2013
1,22,"LA","Louisiana",1508,3096,68978,2013
1,51,"VA","Virginia",1320,2842,74171,2013
1,45,"SC","South Carolina",1033,2281,51453,2013
1,39,"OH","Ohio",951,1967,38645,2013
1,36,"NY","New York",945,1693,37153,2013
1,8,"CO","Colorado",893,1941,44489,2013
1,57,"FR","Foreign",863,1931,47378,2013
1,26,"MI","Michigan",837,1694,31622,2013
1,17,"IL","Illinois",802,1510,32717,2013
1,21,"KY","Kentucky",740,1655,34880,2013
1,29,"MO","Missouri",648,1260,29645,2013
1,18,"IN","Indiana",645,1405,25874,2013
1,53,"WA","Washington",624,1317,28086,2013
1,42,"PA","Pennsylvania",569,1171,33248,2013
1,24,"MD","Maryland",544,1072,28436,2013
1,4,"AZ","Arizona",544,1038,24597,2013
1,40,"OK","Oklahoma",486,1041,19577,2013
1,5,"AR","Arkansas",462,1001,18714,2013
1,20,"KS","Kansas",407,933,19688,2013
1,34,"NJ","New Jersey",285,549,14521,2013
1,55,"WI","Wisconsin",276,574,11117,2013
1,15,"HI","Hawaii",276,623,13263,2013
1,32,"NV","Nevada",273,559,15748,2013
1,25,"MA","Massachusetts",262,466,11888,2013
1,27,"MN","Minnesota",241,483,9752,2013
1,2,"AK","Alaska",211,475,8718,2013
1,19,"IA","Iowa",201,441,7642,2013
1,35,"NM","New Mexico",190,429,8136,2013
1,41,"OR","Oregon",182,337,9272,2013
1,49,"UT","Utah",157,337,10242,2013
1,9,"CT","Connecticut",146,277,6562,2013
1,54,"WV","West Virginia",142,323,7245,2013
1,31,"NE","Nebraska",138,300,5480,2013
1,11,"DC","District Of Columbia",129,185,5724,2013
1,30,"MT","Montana",109,210,4948,2013
1,56,"WY","Wyoming",105,190,4078,2013
1,16,"ID","Idaho",89,212,4270,2013
1,38,"ND","North Dakota",79,147,3112,2013
1,33,"NH","New Hampshire",78,127,2945,2013
1,46,"SD","South Dakota",77,155,-55629,2013
1,23,"ME","Maine",75,154,3392,2013
1,10,"DE","Delaware",61,123,3174,2013
1,44,"RI","Rhode Island",49,97,1912,2013
1,50,"VT","Vermont",33,55,1309,2013
2,96,"AK","AK Total Migration US and Foreign",20763,42818,1201231,2013
2,97,"AK","AK Total Migration US",20215,41611,1169990,2013
2,98,"AK","AK Total Migration Foreign",548,1207,31241,2013
2,2,"AK","AK Non-migrants",257450,544630,19685230,2013
2,53,"WA","Washington",2234,4329,133319,2013
2,48,"TX","Texas",1829,4052,155071,2013
2,6,"CA","California",1724,3209,102962,2013
2,12,"FL","Florida",1361,2584,68997,2013
2,41,"OR","Oregon",1115,2142,65774,2013
2,4,"AZ","Arizona",927,1760,58642,2013
2,8,"CO","Colorado",779,1613,46764,2013
2,13,"GA","Georgia",570,1245,24168,2013
2,32,"NV","Nevada",558,1114,37814,2013
2,57,"FR","Foreign",548,1207,31241,2013
2,16,"ID","Idaho",548,1271,38432,2013
2,37,"NC","North Carolina",540,1261,24106,2013
2,51,"VA","Virginia",471,1120,25888,2013
2,15,"HI","Hawaii",470,1026,24976,2013
2,30,"MT","Montana",401,754,22883,2013
2,36,"NY","New York",383,729,15022,2013
2,27,"MN","Minnesota",368,701,19397,2013
2,26,"MI","Michigan",363,713,21257,2013
2,47,"TN","Tennessee",346,838,20088,2013
2,49,"UT","Utah",343,791,16063,2013
2,29,"MO","Missouri",320,711,15218,2013
2,39,"OH","Ohio",279,556,13618,2013
2,40,"OK","Oklahoma",277,652,15726,2013
2,17,"IL","Illinois",259,536,13402,2013
2,55,"WI","Wisconsin",255,500,12184,2013
2,35,"NM","New Mexico",255,501,13604,2013
2,1,"AL","Alabama",247,599,12641,2013
2,42,"PA","Pennsylvania",246,487,11166,2013
2,45,"SC","South Carolina",243,577,11667,2013
2,20,"KS","Kansas",198,479,8279,2013
