"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
1,96,"AL","AL Total Migration-US and Foreign",55668,113649,3058064,2017
1,97,"AL","AL Total Migration-US",54873,111668,3010171,2017
1,98,"AL","AL Total Migration-Foreign",795,1981,47892,2017
1,97,"AL","AL Total Migration-Same State",71530,148378,3510398,2017
1,1,"AL","AL Non-migrants",1557431,3431227,98499373,2017
1,13,"GA","Georgia",9625,19361,459014,2017
1,12,"FL","Florida",8189,16218,450844,2017
1,47,"TN","Tennessee",5283,10650,299760,2017
1,48,"TX","Texas",4330,9244,255594,2017
1,28,"MS","Mississippi",2925,6115,131741,2017
1,37,"NC","North Carolina",2181,4524,133927,2017
1,6,"CA","California",1914,3459,101427,2017
1,51,"VA","Virginia",1642,3531,108556,2017
1,22,"LA","Louisiana",1303,2664,74572,2017
1,45,"SC","South Carolina",1294,2839,88580,2017
1,8,"CO","Colorado",1180,2383,69315,2017
1,39,"OH","Ohio",1097,2244,57446,2017
1,21,"KY","Kentucky",957,2099,54801,2017
1,17,"IL","Illinois",942,1763,50551,2017
1,26,"MI","Michigan",934,1827,49961,2017
1,36,"NY","New York",927,1775,47132,2017
1,53,"WA","Washington",819,1761,47825,2017
1,57,"FR","Foreign",795,1981,47892,2017
1,18,"IN","Indiana",772,1564,38986,2017
1,4,"AZ","Arizona",697,1440,42694,2017
1,29,"MO","Missouri",691,1473,40118,2017
1,42,"PA","Pennsylvania",664,1288,41555,2017
1,24,"MD","Maryland",595,1178,39442,2017
1,5,"AR","Arkansas",499,1067,25599,2017
1,40,"OK","Oklahoma",434,951,22493,2017
1,20,"KS","Kansas",417,1024,23386,2017
1,25,"MA","Massachusetts",358,627,23219,2017
1,15,"HI","Hawaii",328,798,17742,2017
1,34,"NJ","New Jersey",325,608,16601,2017
1,32,"NV","Nevada",301,593,21210,2017
1,55,"WI","Wisconsin",301,589,13869,2017
1,41,"OR","Oregon",282,483,14312,2017
1,27,"MN","Minnesota",262,495,15539,2017
1,2,"AK","Alaska",244,559,13252,2017
1,49,"UT","Utah",234,559,14933,2017
1,19,"IA","Iowa",231,481,10887,2017
1,35,"NM","New Mexico",228,498,11998,2017
1,9,"CT","Connecticut",188,384,12358,2017
1,11,"DC","District Of Columbia",158,229,10002,2017
1,31,"NE","Nebraska",152,331,8005,2017
1,54,"WV","West Virginia",152,309,7875,2017
1,16,"ID","Idaho",125,314,6481,2017
1,30,"MT","Montana",107,227,6462,2017
1,23,"ME","Maine",98,192,5169,2017
1,38,"ND","North Dakota",92,214,4073,2017
1,46,"SD","South Dakota",84,172,4335,2017
1,33,"NH","New Hampshire",76,120,3758,2017
1,10,"DE","Delaware",74,123,4022,2017
1,56,"WY","Wyoming",68,146,3872,2017
1,44,"RI","Rhode Island",50,101,2895,2017
1,50,"VT","Vermont",44,74,1982,2017
2,96,"AK","AK Total Migration-US and Foreign",24554,52364,1538666,2017
2,97,"AK","AK Total Migration-US",23997,51120,1509996,2017
2,98,"AK","AK Total Migration-Foreign",557,1244,28670,2017
2,97,"AK","AK Total Migration-Same State",8067,15530,475064,2017
2,2,"AK","AK Non-migrants",254982,531710,20165701,2017
2,53,"WA","Washington",2973,5636,188588,2017
2,48,"TX","Texas",1825,4407,148474,2017
2,6,"CA","California",1819,3529,98686,2017
2,41,"OR","Oregon",1328,2430,79106,2017
2,12,"FL","Florida",1313,2804,80420,2017
2,4,"AZ","Arizona",1191,2328,79173,2017
2,8,"CO","Colorado",1085,2269,70174,2017
2,37,"NC","North Carolina",739,1832,42172,2017
2,16,"ID","Idaho",722,1658,55769,2017
2,32,"NV","Nevada",672,1342,44460,2017
2,13,"GA","Georgia",655,1658,34641,2017
2,51,"VA","Virginia",614,1449,38779,2017
2,57,"FR","Foreign",557,1244,28670,2017
2,15,"HI","Hawaii",527,1183,32192,2017
2,47,"TN","Tennessee",491,1157,33062,2017
2,26,"MI","Michigan",473,992,28060,2017
2,30,"MT","Montana",466,938,33147,2017
2,36,"NY","New York",456,873,22479,2017
2,49,"UT","Utah",422,968,27517,2017
2,27,"MN","Minnesota",405,793,24465,2017
2,39,"OH","Ohio",359,768,18952,2017
2,55,"WI","Wisconsin",340,675,19279,2017
2,42,"PA","Pennsylvania",340,706,19874,2017
2,29,"MO","Missouri",338,815,19038,2017
2,40,"OK","Oklahoma",326,821,22536,2017
2,45,"SC","South Carolina",321,757,17594,2017
2,1,"AL","Alabama",306,779,17738,2017
2,17,"IL","Illinois",289,548,15914,2017
2,35,"NM","New Mexico",276,615,19140,2017
2,24,"MD","Maryland",257,576,14512,2017
2,22,"LA","Louisiana",249,629,18634,2017
2,20,"KS","Kansas",231,539,13747,2017
2,21,"KY","Kentucky",215,519,11175,2017
2,18,"IN","Indiana",211,443,12632,2017
